Investor_Code,Investor_ISO3,Investor_Name,Issuer_Code,Issuer_ISO3_or_Group,Issuer_Name,Year,Methodology,Asset_Class_Codes,Source_Rows,Source_NA_Restated,Source_NA_Residency,Position_Residency_USD_mn,Restated_Ex_Domestic_USD_mn,Restated_Equity_USD_mn,Restated_Bonds_USD_mn,Diagonal_Forced_Zero,Imputation_By_This_Project,Publisher_Adjustment_Flag,Cell_Treatment,Primary_Source,Upstream_Source,Source_URL,Weight_Main,Weight_Residency,Weight_Equity,Weight_Bonds
KR,KOR,"Korea, Republic of",UK,GBR,United Kingdom,2017,Issuance,EF+B,2,0,0,26814.5,26179.4487673915,13141.808693989879,13037.64007340162,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.06851133045773632,0.07379204043982988,0.05730995102391226,0.08532072939129631
KR,KOR,"Korea, Republic of",JP,JPN,Japan,2017,Issuance,EF+B,2,0,0,19787.1,20797.470278498367,14860.133577694301,5937.336700804066,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0544267517469629,0.05445301920181088,0.06480337276070156,0.038855030135998045
KR,KOR,"Korea, Republic of",KR,KOR,"Korea, Republic of",2017,Issuance,EF+B,2,0,0,0.0,152.59957933146507,47.263789487071335,105.33578984439373,True,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,EA issuer aggregation + diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0,0.0,0.0,0.0
KR,KOR,"Korea, Republic of",NO,NOR,Norway,2017,Issuance,EF+B,2,0,0,791.4000000000001,813.3426339016878,428.95593945198925,384.38669444969855,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0021285087574499147,0.0021778896046572333,0.0018706286519489881,0.0025154976632362934
KR,KOR,"Korea, Republic of",SG,SGP,Singapore,2017,Issuance,EF+B,2,0,0,4550.2,4487.764073370607,1859.4789001327008,2628.285173237906,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.011744429387299348,0.012521902045882412,0.008108978541541186,0.017199984565188252
KR,KOR,"Korea, Republic of",TR,TUR,Turkey,2017,Issuance,EF+B,2,0,0,493.0,458.8357157558203,305.70007287710905,153.13564287871122,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0012007680385965275,0.001356709091604771,0.0013331236675668367,0.001002147986342423
KR,KOR,"Korea, Republic of",US,USA,United States,2017,Issuance,EF+B,2,0,0,187013.4,189786.8444585608,116279.61197811586,73507.23248044495,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.49667009159593645,0.5146506694359426,0.5070823219784784,0.4810449326302669
KR,KOR,"Korea, Republic of",ZA,ZAF,South Africa,2017,Issuance,EF+B,2,0,0,1077.8,1136.582781445235,975.606474597007,160.97630684822798,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.002974424680368332,0.0029660467726807752,0.004254510210861333,0.0010534587423553926
NO,NOR,Norway,AU,AUS,Australia,2017,Fund Holdings,EF+B,2,0,0,27820.341047503,29880.42068642378,16179.559594810009,13700.86109161377,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.028063592313345473,0.026773531825108384,0.023211281819786562,0.03726261305213531
NO,NOR,Norway,BR,BRA,Brazil,2017,Fund Holdings,EF+B,2,0,0,9641.29110840438,8392.144546508789,5155.639343261719,3236.5052032470703,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.007881874410653605,0.00927851365607783,0.007396307486392511,0.008802413236905029
NO,NOR,Norway,CA,CAN,Canada,2017,Fund Holdings,EF+B,2,0,0,35093.3008526187,36226.2940325737,18219.05131793022,18007.24271464348,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.034023615578325526,0.03377282850779504,0.026137147439123355,0.048974798950582495
NO,NOR,Norway,CH,CHE,Switzerland,2017,Fund Holdings,EF+B,2,0,0,37925.822168087696,39803.29638028145,31765.54268670082,8037.753693580628,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.03738312435644522,0.03649876919470167,0.0455710156471741,0.021860502320952185
NO,NOR,Norway,CN,CHN,China,2017,Fund Holdings,EF+B,2,0,0,14287.210718635859,30136.600479125977,27625.343284606934,2511.257194519043,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.02830419552762948,0.013749619036455328,0.039631463674267536,0.006829936052050875
NO,NOR,Norway,EA,EMU,European Monetary Union,2017,Fund Holdings,EF+B,38,0,0,296240.56029232644,296628.06495910883,178520.6929116845,118107.37204742432,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,EA issuer aggregation + diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.27859209785126005,0.285093775641777,0.25610673081397556,0.3212199053606622
NO,NOR,Norway,UK,GBR,United Kingdom,2017,Fund Holdings,EF+B,2,0,0,91205.48112058459,86788.82504273951,63018.38122178614,23770.44382095337,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.08151177752528536,0.08777364904466059,0.09040650320512014,0.06464913732465098
NO,NOR,Norway,JP,JPN,Japan,2017,Fund Holdings,EF+B,2,0,0,93585.01827040201,96857.57052719593,66735.25759994984,30122.312927246094,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.09096830999341782,0.09006365021685622,0.09573875372759663,0.08192449243429978
NO,NOR,Norway,KR,KOR,"Korea, Republic of",2017,Fund Holdings,EF+B,2,0,0,21670.40194884291,21860.824655056,14863.931460857391,6996.893194198608,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.020531614236333845,0.020854999413902273,0.021323874736282895,0.01902964506531117
NO,NOR,Norway,NO,NOR,Norway,2017,Fund Holdings,EF+B,2,0,0,1148880.5625,1154543.6963995546,268165.3362569809,886378.3601425737,True,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,EA issuer aggregation + diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0,0.0,0.0,0.0
NO,NOR,Norway,SG,SGP,Singapore,2017,Fund Holdings,EF+B,2,0,0,6561.8757612667405,5233.2779541015625,3260.561767578125,1972.7161865234375,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.004915077351406004,0.006314968936818654,0.004677619167233332,0.005365251091050114
NO,NOR,Norway,TR,TUR,Turkey,2017,Fund Holdings,EF+B,2,0,0,3221.8026796589497,3218.7496337890625,1636.5328369140625,1582.216796875,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.003023039013718697,0.0031005743758058817,0.0023477786686562255,0.004303199037805712
NO,NOR,Norway,US,USA,United States,2017,Fund Holdings,EF+B,2,0,0,394725.334957369,402311.7098657638,264358.32951565087,137953.38035011292,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.3778498277197113,0.37987281678583984,0.37924985855388027,0.3751956462332708
NO,NOR,Norway,ZA,ZAF,South Africa,2017,Fund Holdings,EF+B,2,0,0,7120.21924482339,7401.915029644966,5717.018545269966,1684.896484375,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.006951854122467583,0.0068523033642011524,0.008201665060510914,0.004582459840323345
SG,SGP,Singapore,AU,AUS,Australia,2017,Issuance,EF+B,2,0,0,30450.4234625168,28837.793956901878,11349.176125194877,17488.617831707,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.03556047910447764,0.04099314306774773,0.025916675048286687,0.04688128862675364
SG,SGP,Singapore,BR,BRA,Brazil,2017,Issuance,EF+B,2,0,0,994.75160855903,2270.0337506607175,77.34717083722353,2192.686579823494,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.002799225484358159,0.0013391601944954398,0.00017662793055458182,0.005877878595433918
SG,SGP,Singapore,CA,CAN,Canada,2017,Issuance,EF+B,2,0,0,20506.20155618738,21178.76023054123,9136.695717781782,12042.064512759447,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.026115966490448353,0.027605975831620888,0.02086431396611681,0.03228085303923413
SG,SGP,Singapore,CH,CHE,Switzerland,2017,Issuance,EF+B,2,0,0,10186.12150231932,14609.059880435467,8318.161190509796,6290.898689925671,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.018014733352720712,0.013712818692457187,0.01899513041260607,0.016863850536511217
SG,SGP,Singapore,CN,CHN,China,2017,Issuance,EF+B,2,0,0,122117.0073320365,175886.14973822236,116698.02182459831,59188.12791362405,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.21688884253353719,0.16439705538839217,0.26648848137018843,0.15866409425249492
SG,SGP,Singapore,EA,EMU,European Monetary Union,2017,Issuance,EF+B,38,0,0,85825.63393771574,84413.27269551973,44703.4572926003,39709.81540291943,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,EA issuer aggregation + diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.10409174933130326,0.11554067532820227,0.10208361941051382,0.10644908220500948
SG,SGP,Singapore,UK,GBR,United Kingdom,2017,Issuance,EF+B,2,0,0,42200.610504264594,44181.574878916144,21955.13754928112,22226.437329635024,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.05448121214239375,0.056811547007781175,0.05013616488354442,0.059581839664076236
SG,SGP,Singapore,JP,JPN,Japan,2017,Issuance,EF+B,2,0,0,39903.5395780338,43164.39037092775,40495.11335667223,2669.2770142555237,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.05322690092511485,0.053719171059983445,0.0924735577570735,0.007155462331802698
SG,SGP,Singapore,KR,KOR,"Korea, Republic of",2017,Issuance,EF+B,2,0,0,46730.1518778992,46452.402474194765,27103.940291821957,19348.46218237281,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.05728141653293972,0.06290933207764238,0.06189383311374531,0.05186692560752873
SG,SGP,Singapore,NO,NOR,Norway,2017,Issuance,EF+B,2,0,0,0.0,214.77002357691526,145.5077579692006,69.26226560771465,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.00026483735014852587,0.0,0.0003322776242692037,0.00018566957641507367
SG,SGP,Singapore,SG,SGP,Singapore,2017,Issuance,EF+B,2,0,0,0.0,4435.798570515588,2628.675017118454,1807.123553397134,True,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,EA issuer aggregation + diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0,0.0,0.0,0.0
SG,SGP,Singapore,TR,TUR,Turkey,2017,Issuance,EF+B,2,0,0,0.0,15.058413043618202,8.350866973400116,6.707546070218086,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,1.8568840015448502e-05,0.0,1.906981646364783e-05,1.798074646728375e-05
SG,SGP,Singapore,US,USA,United States,2017,Issuance,EF+B,2,0,0,343903.044291485,349410.016256568,157853.88044213038,191556.13581443764,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.4308647048576718,0.4629711213516773,0.360470899332311,0.5134996131632964
SG,SGP,Singapore,ZA,ZAF,South Africa,2017,Issuance,EF+B,2,0,0,0.0,317.37612717598677,65.4015955477953,251.97453162819147,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.00039136305487058853,0.0,0.00014934933432646675,0.0006754616549762695
TR,TUR,Turkey,AU,AUS,Australia,2017,Issuance,EF+B,2,0,0,0.762106,1.9979883154725844,1.0444567901981578,0.9535315252744266,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0027015997160462816,0.0013440888447739136,0.00241301713490461,0.003108853778505795
TR,TUR,Turkey,BR,BRA,Brazil,2017,Issuance,EF+B,2,0,0,8.421216,19.356040784102802,0.09625416899234818,19.259786615110453,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.026172462511996064,0.014852084204863364,0.00022237680032744528,0.06279379213431793
TR,TUR,Turkey,CA,CAN,Canada,2017,Issuance,EF+B,2,0,0,9.290539,13.224772910815375,9.18724607461158,4.037526836203796,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.017882007849572744,0.016385266395799264,0.021225370363494776,0.01316378140401622
TR,TUR,Turkey,CH,CHE,Switzerland,2017,Issuance,EF+B,2,0,0,6.699714,13.861130287876172,6.147326842138698,7.713803445737475,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.018742464788113332,0.011815955852041078,0.014202219893774107,0.025149757877203072
TR,TUR,Turkey,CN,CHN,China,2017,Issuance,EF+B,2,0,0,0.957207,38.43137707919201,14.017010008104762,24.41436707108725,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.051965367665253184,0.001688178876481098,0.03238361380490344,0.07959956782439134
TR,TUR,Turkey,EA,EMU,European Monetary Union,2017,Issuance,EF+B,38,0,0,126.1310269978977,130.99067091969528,47.23879904121763,83.75187187847764,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,EA issuer aggregation + diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.17712033479918343,0.22245108471492372,0.10913618695240368,0.2730610540342683
TR,TUR,Turkey,UK,GBR,United Kingdom,2017,Issuance,EF+B,2,0,0,24.244683000000002,41.89593660644191,13.841256773935413,28.054679832506494,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.05665000619019364,0.042759154192959704,0.03197756965875444,0.09146828929117662
TR,TUR,Turkey,JP,JPN,Japan,2017,Issuance,EF+B,2,0,0,1.765394,6.320307969075582,2.2505179055915505,4.069790063484032,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.00854606710277027,0.0031135385130556625,0.005199390074884522,0.013268971063066124
TR,TUR,Turkey,KR,KOR,"Korea, Republic of",2017,Issuance,EF+B,2,0,0,0.0,0.6474955694738277,0.034428394962850106,0.6130671745109776,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0008755175558761776,0.0,7.954020477655123e-05,0.001998818236667944
TR,TUR,Turkey,NO,NOR,Norway,2017,Issuance,EF+B,2,0,0,0.09447,0.20267304218979146,0.09789535492291179,0.10477768726687967,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0002740463640302454,0.00016661208961193277,0.0002261684457159185,0.00034161273154444447
TR,TUR,Turkey,SG,SGP,Singapore,2017,Issuance,EF+B,2,0,0,0.0,1.7135668897958114,0.1790100282002598,1.5345568615955516,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0023170164645350735,0.0,0.00041356834425388967,0.0050032041637326176
TR,TUR,Turkey,TR,TUR,Turkey,2017,Issuance,EF+B,2,0,0,0.0,0.08574392726510477,0.002022150664532818,0.08372177660057195,True,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,EA issuer aggregation + diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0,0.0,0.0,0.0
TR,TUR,Turkey,US,USA,United States,2017,Issuance,EF+B,2,0,0,388.414015,470.53426380872713,338.66978170911284,131.86448209961426,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.6362375713869115,0.6850266822664401,0.7824315893273558,0.42992536959710126
TR,TUR,Turkey,ZA,ZAF,South Africa,2017,Issuance,EF+B,2,0,0,0.225302,0.3812696995390853,0.03869137142572654,0.34257832811335875,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0005155376055180828,0.00039735404904993836,8.938899445090843e-05,0.0011169278640083752
US,USA,United States,AU,AUS,Australia,2017,Fund Holdings,E+BC+BG+BSF,4,0,0,339540.0,347350.42290098727,188659.37702019274,158691.04588079453,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.04266737991274516,0.0427839264288841,0.03180292300631867,0.07184654325899552
US,USA,United States,BR,BRA,Brazil,2017,Fund Holdings,E+BC+BG+BSF,4,0,0,153495.0,186721.20143213985,105410.54252405465,81310.6589080852,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.02293621632221333,0.019341222793195396,0.01776939699948218,0.0368129766883349
